id,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
241808,677,0,1,31.0,6,0.0,2,1.0,0.0,176614.86
241809,733,1,1,33.0,9,105303.74,1,1.0,1.0,108764.69
241810,652,0,0,34.0,6,121537.3,1,1.0,0.0,65732.25
241811,709,0,0,38.0,7,129855.82,1,1.0,0.0,122996.13
241812,721,1,0,44.0,4,106070.89,2,1.0,1.0,101617.64
241813,627,0,1,40.0,1,0.0,1,0.0,1.0,147715.83
241814,578,1,1,30.0,9,131441.51,1,1.0,1.0,176750.81
241815,754,1,1,30.0,2,139986.54,1,1.0,0.0,145796.49
241816,754,0,1,28.0,5,0.0,2,1.0,0.0,48382.4
241817,754,2,0,47.0,8,0.0,2,1.0,1.0,54227.06
241818,657,0,0,39.0,1,0.0,1,1.0,0.0,125961.48
241819,646,0,0,44.0,9,0.0,2,0.0,0.0,91094.46
241820,694,2,1,41.0,6,0.0,1,1.0,1.0,151925.25
241821,641,2,0,37.0,7,0.0,2,1.0,1.0,116886.59
241822,711,0,0,45.0,7,0.0,2,1.0,1.0,85890.98
241823,668,0,1,32.0,8,0.0,2,1.0,0.0,71091.8
241824,628,2,1,39.0,8,139986.54,1,1.0,0.0,41183.02
241825,680,0,0,36.0,5,0.0,2,1.0,0.0,176750.81
241826,559,0,1,46.0,0,122447.54,1,0.0,1.0,97985.41
241827,687,0,1,36.0,8,0.0,1,0.0,1.0,125920.54
241828,707,0,1,40.0,8,0.0,2,1.0,1.0,84419.78
241829,714,0,0,33.0,3,101928.51,1,0.0,0.0,109069.33
241830,538,2,0,31.0,1,139986.54,1,1.0,0.0,176750.81
241831,754,2,1,31.0,8,0.0,2,1.0,1.0,158054.49
241832,598,0,0,50.0,1,102727.56,1,1.0,1.0,176750.81
241833,719,2,0,50.0,9,102541.1,1,1.0,0.0,176750.81
241834,534,1,1,43.0,4,129472.33,1,1.0,0.0,131953.23
241835,581,0,0,36.0,5,0.0,2,1.0,1.0,60916.14
241836,659,0,1,43.0,6,0.0,1,0.0,0.0,155711.64
241837,640,0,0,29.0,4,0.0,2,0.0,0.0,20955.03
241838,598,2,1,26.0,4,0.0,2,1.0,0.0,66799.73
241839,641,0,1,31.0,4,139986.54,1,1.0,0.0,32174.03
241840,727,1,1,35.0,5,139986.54,2,1.0,1.0,94767.21
241841,668,2,1,27.0,7,0.0,2,0.0,0.0,157959.02
241842,616,0,1,33.0,4,0.0,2,0.0,1.0,176750.81
241843,556,0,0,50.0,2,0.0,1,1.0,0.0,94153.83
241844,739,1,1,38.0,2,122321.56,1,1.0,1.0,27166.79
241845,754,0,0,34.0,6,0.0,2,1.0,1.0,158531.01
241846,659,0,0,48.0,9,0.0,1,1.0,0.0,138881.01
241847,523,0,1,38.0,4,0.0,1,1.0,1.0,51558.5
241848,596,2,0,47.0,4,0.0,2,1.0,0.0,147040.25
241849,596,1,1,45.0,0,114510.54,1,1.0,1.0,101928.54
241850,559,2,0,39.0,2,0.0,2,1.0,1.0,121151.46
241851,615,0,1,43.0,1,0.0,1,1.0,0.0,103769.66
241852,659,0,1,34.0,1,0.0,2,0.0,1.0,48260.19
241853,754,0,0,39.0,7,0.0,2,1.0,0.0,82467.99
241854,705,0,1,50.0,6,0.0,1,1.0,0.0,176750.81
241855,602,0,1,39.0,7,0.0,2,1.0,0.0,176750.81
241856,754,1,0,43.0,4,61376.18,1,1.0,1.0,59129.72
241857,616,0,1,36.0,7,0.0,2,1.0,1.0,176750.81
241858,581,0,1,35.0,1,128509.63,1,0.0,1.0,117038.96
241859,523,2,1,35.0,1,139986.54,1,0.0,0.0,84760.7
241860,754,2,1,31.0,9,0.0,2,0.0,1.0,20955.03
241861,583,0,1,29.0,10,0.0,2,1.0,1.0,111285.85
241862,561,0,1,45.0,6,0.0,1,1.0,0.0,173680.39
241863,725,0,0,36.0,4,0.0,2,1.0,0.0,161668.15
241864,577,1,1,26.0,7,114722.45,1,1.0,0.0,113911.1
241865,649,0,0,46.0,5,0.0,2,0.0,1.0,164967.21
241866,720,0,0,41.0,8,0.0,2,1.0,0.0,171647.17
241867,540,0,1,27.0,3,0.0,1,0.0,0.0,51562.84
241868,554,2,1,50.0,4,0.0,1,1.0,0.0,87071.18
241869,641,2,1,34.0,2,135927.11,1,0.0,0.0,136610.87
241870,535,0,1,38.0,3,139859.37,1,1.0,0.0,126281.4
241871,635,1,0,39.0,5,131082.99,2,1.0,1.0,141210.5
241872,678,1,1,42.0,2,137776.12,2,1.0,1.0,129870.3
241873,648,1,1,36.0,4,92366.72,2,1.0,0.0,174918.46
241874,553,1,0,44.0,6,95331.83,1,1.0,1.0,140941.47
241875,686,0,0,47.0,6,0.0,1,1.0,1.0,142400.27
241876,641,2,0,45.0,0,0.0,1,1.0,0.0,157791.06
241877,592,0,0,38.0,2,0.0,2,1.0,0.0,73963.56
241878,744,2,1,26.0,3,0.0,1,1.0,0.0,176750.81
241879,568,0,1,40.0,2,0.0,2,1.0,0.0,53439.8
241880,754,0,1,50.0,4,139986.54,1,0.0,1.0,162683.06
241881,637,0,1,44.0,3,0.0,1,1.0,1.0,166370.81
241882,580,0,1,34.0,2,0.0,2,1.0,0.0,20955.03
241883,711,1,0,45.0,3,108431.89,1,0.0,0.0,100834.79
241884,607,2,0,42.0,5,0.0,2,1.0,1.0,163550.58
241885,663,0,0,48.0,8,0.0,1,1.0,0.0,119882.86
241886,707,0,1,41.0,6,0.0,2,1.0,0.0,70783.62
241887,713,1,0,38.0,3,106287.51,2,0.0,1.0,97767.69
241888,559,1,0,45.0,7,97041.16,1,1.0,1.0,75937.55
241889,534,1,1,29.0,4,139986.54,1,1.0,1.0,79178.31
241890,577,0,1,26.0,5,137851.26,1,1.0,1.0,176750.81
241891,525,1,1,35.0,1,86147.46,2,0.0,0.0,131534.96
241892,627,1,0,43.0,3,139986.54,1,1.0,1.0,174098.24
241893,628,0,0,35.0,3,0.0,2,1.0,1.0,104635.57
241894,613,0,1,38.0,2,139986.54,2,0.0,0.0,126144.08
241895,721,0,1,34.0,5,0.0,1,1.0,1.0,20955.03
241896,651,2,0,36.0,8,118962.58,1,1.0,0.0,91652.43
241897,748,0,0,50.0,3,0.0,2,1.0,1.0,82393.08
241898,599,0,0,36.0,4,0.0,2,1.0,1.0,176750.81
241899,684,0,1,27.0,3,0.0,2,1.0,1.0,93073.62
241900,560,0,1,37.0,4,0.0,2,1.0,0.0,121485.1
241901,679,1,0,48.0,9,114715.71,1,1.0,0.0,176750.81
241902,754,1,1,36.0,5,115725.24,2,0.0,0.0,20955.03
241903,754,2,1,38.0,9,0.0,2,1.0,1.0,138360.75
241904,602,0,1,44.0,5,0.0,2,0.0,0.0,131778.62
241905,754,2,0,34.0,8,106365.29,1,1.0,1.0,148527.56
241906,704,0,0,41.0,7,99836.96,1,0.0,0.0,139964.55
241907,628,0,1,46.0,3,0.0,2,1.0,1.0,81602.32
241908,695,1,0,26.0,2,118636.35,1,1.0,0.0,57589.62
241909,523,1,1,36.0,3,82344.84,2,1.0,0.0,109291.22
241910,600,0,0,37.0,4,108131.71,1,0.0,1.0,64375.61
241911,729,2,1,48.0,8,0.0,2,1.0,0.0,71139.8
241912,754,1,0,35.0,5,139986.54,1,1.0,0.0,91957.39
241913,754,2,1,29.0,8,93833.86,1,0.0,0.0,20955.03
241914,554,1,0,50.0,3,102729.15,1,1.0,0.0,116471.42
241915,754,2,0,33.0,6,0.0,2,1.0,0.0,176750.81
241916,739,0,0,35.0,10,0.0,2,1.0,1.0,20955.03
241917,567,0,1,47.0,5,0.0,2,1.0,0.0,62402.38
241918,678,2,1,49.0,1,110864.38,2,1.0,1.0,124532.9
241919,651,0,1,50.0,0,0.0,2,1.0,0.0,84531.79
241920,735,2,0,50.0,0,0.0,2,0.0,1.0,84622.37
241921,714,0,0,46.0,1,121355.99,1,1.0,1.0,79618.79
241922,556,0,0,34.0,1,0.0,2,1.0,0.0,93777.61
241923,614,0,0,29.0,3,0.0,2,1.0,1.0,20955.03
241924,628,0,0,36.0,5,0.0,2,1.0,1.0,176750.81
241925,683,0,0,50.0,9,0.0,2,0.0,1.0,26249.86
241926,650,2,1,33.0,2,0.0,1,1.0,1.0,94722.75
241927,585,2,0,50.0,5,0.0,1,0.0,1.0,103560.56
241928,615,0,0,50.0,5,128653.89,1,0.0,0.0,82708.02
241929,749,0,1,26.0,3,0.0,2,1.0,1.0,47911.03
241930,705,1,1,33.0,4,118400.24,1,1.0,0.0,143680.49
241931,621,2,0,40.0,4,0.0,1,0.0,0.0,45978.39
241932,754,0,0,34.0,7,0.0,2,1.0,0.0,172097.95
241933,632,0,0,29.0,1,80613.16,1,1.0,1.0,170968.69
241934,590,0,1,35.0,6,80541.24,1,1.0,1.0,65769.82
241935,754,2,0,47.0,7,0.0,1,1.0,0.0,53817.23
241936,523,0,1,47.0,2,0.0,2,1.0,1.0,95740.37
241937,662,2,0,27.0,2,0.0,2,0.0,0.0,176750.81
241938,583,0,1,28.0,1,0.0,1,1.0,1.0,176750.81
241939,523,2,1,50.0,6,121209.49,1,1.0,1.0,53420.53
241940,721,1,1,33.0,1,129264.05,1,1.0,0.0,144851.11
241941,676,1,1,39.0,4,115341.19,1,1.0,1.0,107674.3
241942,612,0,0,28.0,4,0.0,1,1.0,1.0,144423.17
241943,656,0,1,35.0,9,0.0,2,1.0,1.0,63732.4
241944,584,0,1,38.0,2,0.0,2,1.0,1.0,119782.53
241945,753,0,0,50.0,10,0.0,2,1.0,1.0,86937.38
241946,621,2,1,26.0,8,0.0,2,1.0,0.0,20955.03
241947,693,2,0,32.0,5,0.0,2,1.0,0.0,119327.75
241948,619,1,0,42.0,1,132436.98,1,1.0,1.0,95857.18
241949,625,1,0,37.0,0,139986.54,1,1.0,0.0,35625.41
241950,587,0,1,43.0,1,139986.54,1,1.0,1.0,151623.91
241951,754,0,0,40.0,3,0.0,2,1.0,0.0,97944.64
241952,625,0,0,50.0,9,0.0,1,0.0,1.0,113645.4
241953,612,1,0,49.0,2,102088.68,2,0.0,1.0,176750.81
241954,628,2,1,39.0,8,0.0,1,1.0,1.0,20955.03
241955,754,0,1,35.0,7,0.0,1,0.0,0.0,52885.23
241956,694,1,0,44.0,9,139986.54,2,1.0,0.0,20955.03
241957,584,0,1,30.0,6,0.0,2,1.0,0.0,78622.46
241958,718,1,0,48.0,6,93244.42,1,0.0,1.0,176750.81
241959,665,0,1,43.0,6,87624.03,2,1.0,0.0,64327.26
241960,567,2,1,50.0,4,0.0,1,1.0,0.0,116547.57
241961,564,0,1,33.0,6,0.0,1,1.0,0.0,20955.03
241962,707,0,1,26.0,5,96679.69,1,0.0,1.0,123875.05
241963,693,2,0,27.0,2,0.0,2,1.0,1.0,20955.03
241964,730,0,0,40.0,3,0.0,1,1.0,0.0,67840.81
241965,710,1,0,46.0,8,120530.34,1,0.0,1.0,166586.99
241966,704,0,1,36.0,7,0.0,2,0.0,1.0,100601.73
241967,603,0,0,26.0,6,0.0,1,1.0,1.0,151645.96
241968,730,0,0,31.0,8,0.0,2,1.0,1.0,117939.19
241969,683,0,1,40.0,8,0.0,2,1.0,1.0,20955.03
241970,754,1,0,50.0,0,121285.31,1,1.0,0.0,140800.32
241971,687,0,1,35.0,8,0.0,2,1.0,0.0,105983.09
241972,697,1,0,49.0,3,139986.54,1,1.0,0.0,94723.24
241973,651,0,0,27.0,6,104450.94,1,1.0,1.0,137784.19
241974,562,2,1,26.0,5,0.0,2,1.0,1.0,25951.91
241975,586,2,0,36.0,9,0.0,1,1.0,1.0,143859.66
241976,698,0,1,31.0,1,0.0,2,0.0,0.0,44653.5
241977,713,1,1,29.0,6,125792.0,1,1.0,0.0,88890.05
241978,724,0,0,35.0,6,0.0,2,1.0,0.0,49594.02
241979,666,0,1,29.0,0,0.0,1,1.0,1.0,125421.42
241980,638,0,0,40.0,3,139986.54,1,1.0,1.0,142763.51
241981,564,2,1,38.0,1,0.0,2,1.0,1.0,138528.52
241982,696,0,1,40.0,9,139986.54,1,0.0,0.0,75562.47
241983,605,1,0,50.0,8,120621.89,1,0.0,0.0,23904.52
241984,754,0,0,34.0,6,123544.21,1,1.0,0.0,102280.55
241985,633,0,1,44.0,3,0.0,2,0.0,1.0,79666.0
241986,602,0,1,43.0,3,0.0,2,1.0,0.0,161653.5
241987,583,2,1,50.0,1,0.0,2,1.0,1.0,104889.2
241988,724,1,1,26.0,2,139986.54,2,1.0,1.0,24411.02
241989,602,0,1,32.0,6,0.0,2,1.0,1.0,176750.81
241990,524,0,1,39.0,9,0.0,2,1.0,1.0,126586.36
241991,669,2,1,38.0,8,0.0,2,1.0,1.0,48260.19
241992,682,0,1,43.0,6,0.0,1,0.0,1.0,171390.68
241993,631,0,0,26.0,1,125013.72,1,1.0,0.0,35625.65
241994,691,0,0,30.0,5,0.0,2,1.0,0.0,156774.75
241995,681,1,0,29.0,4,129269.27,1,0.0,1.0,163581.67
241996,523,0,1,26.0,1,0.0,2,0.0,1.0,123086.59
241997,754,0,0,40.0,3,0.0,1,0.0,0.0,151902.78
241998,707,2,1,28.0,6,95139.41,1,1.0,0.0,92873.5
241999,586,0,1,38.0,9,0.0,2,0.0,0.0,152993.83
242000,586,2,1,26.0,3,0.0,2,1.0,1.0,20955.03
242001,728,1,1,27.0,7,139986.54,2,1.0,0.0,141069.73
242002,535,1,1,40.0,2,139986.54,2,1.0,1.0,174902.68
242003,754,0,1,28.0,2,0.0,2,0.0,0.0,167909.52
242004,684,1,0,50.0,8,118274.91,1,1.0,1.0,56582.91
242005,659,1,0,38.0,2,108555.04,2,1.0,1.0,80190.23
242006,625,2,1,37.0,8,0.0,2,1.0,0.0,82864.45
242007,689,1,0,43.0,2,131591.67,1,0.0,0.0,20955.03
242008,751,1,1,36.0,7,105423.73,2,1.0,1.0,176750.81
242009,660,2,1,31.0,8,0.0,1,1.0,1.0,20955.03
242010,557,0,0,29.0,10,132688.76,1,1.0,1.0,89938.06
242011,705,0,1,31.0,3,91091.06,2,1.0,0.0,20955.03
242012,720,0,0,40.0,8,0.0,2,1.0,0.0,80778.5
242013,601,1,1,33.0,3,127552.11,2,1.0,1.0,130862.59
242014,583,0,0,44.0,7,0.0,1,0.0,0.0,167066.95
242015,568,2,1,40.0,5,0.0,2,1.0,0.0,151924.9
242016,603,0,1,50.0,5,90778.76,2,1.0,1.0,162223.67
242017,730,2,1,26.0,8,0.0,1,1.0,0.0,74028.36
242018,605,0,0,50.0,2,139183.06,1,0.0,1.0,20955.03
242019,587,0,1,40.0,7,0.0,2,0.0,1.0,106174.7
242020,754,0,1,37.0,6,0.0,1,0.0,0.0,155879.57
242021,668,0,0,45.0,9,123845.52,1,1.0,1.0,127558.18
242022,692,2,0,36.0,9,116969.35,1,1.0,0.0,45956.05
242023,729,0,0,37.0,6,125385.32,1,1.0,0.0,126551.49
242024,724,0,1,40.0,2,0.0,2,1.0,0.0,153771.8
242025,624,0,0,35.0,6,0.0,1,1.0,0.0,26327.42
242026,564,1,0,32.0,5,134740.34,1,1.0,1.0,176750.81
242027,754,2,1,32.0,9,0.0,1,1.0,0.0,95623.48
242028,656,1,1,43.0,0,96891.82,1,1.0,1.0,48426.79
242029,733,0,0,36.0,9,0.0,1,1.0,1.0,124071.71
242030,695,1,0,34.0,9,124348.52,2,1.0,0.0,64716.08
242031,710,0,1,30.0,5,0.0,2,0.0,1.0,52896.03
242032,686,0,1,37.0,5,0.0,2,1.0,1.0,123882.73
242033,709,0,1,42.0,5,0.0,2,1.0,0.0,137811.57
242034,743,0,1,39.0,0,121167.97,1,1.0,0.0,59165.25
242035,733,2,0,29.0,6,98759.89,1,1.0,0.0,112202.64
242036,651,1,1,43.0,7,104763.56,1,1.0,0.0,129525.6
242037,653,2,0,30.0,3,131354.56,1,1.0,1.0,75848.24
242038,754,0,0,40.0,9,139986.54,1,1.0,1.0,72969.9
242039,728,0,1,38.0,5,0.0,2,1.0,1.0,173365.74
242040,667,0,0,30.0,10,0.0,2,0.0,1.0,47579.25
242041,682,2,0,48.0,6,0.0,2,1.0,1.0,20955.03
242042,613,1,0,42.0,9,132591.36,1,1.0,0.0,91514.62
242043,744,2,0,29.0,10,0.0,1,1.0,0.0,149913.84
242044,595,0,0,28.0,5,0.0,2,1.0,0.0,176750.81
242045,678,0,1,29.0,9,0.0,2,1.0,0.0,123954.15
242046,535,2,1,31.0,7,0.0,2,1.0,1.0,139048.1
242047,754,1,0,47.0,4,95523.16,1,1.0,0.0,72924.56
242048,726,2,1,30.0,9,134152.29,1,1.0,0.0,147822.44
242049,584,0,0,50.0,0,104833.26,1,0.0,1.0,174870.25
242050,573,1,0,47.0,4,139986.54,1,1.0,0.0,160129.99
242051,754,0,1,41.0,9,108308.11,1,0.0,1.0,41788.25
242052,677,2,1,40.0,7,95312.8,1,1.0,1.0,62944.75
242053,655,1,1,32.0,6,130935.56,1,1.0,1.0,20955.03
242054,675,0,0,40.0,9,71829.34,1,1.0,0.0,142783.98
242055,547,0,1,44.0,8,0.0,2,1.0,1.0,172097.95
242056,738,0,1,30.0,4,0.0,2,1.0,1.0,166677.32
242057,719,0,1,26.0,3,0.0,2,0.0,1.0,104889.3
242058,688,2,0,42.0,1,0.0,2,1.0,0.0,73686.75
242059,696,1,1,34.0,2,112701.04,2,1.0,0.0,175544.02
242060,679,0,0,38.0,6,0.0,2,1.0,0.0,91565.93
242061,708,0,1,26.0,0,0.0,2,1.0,1.0,167553.06
242062,577,1,1,29.0,1,137937.95,1,1.0,1.0,65636.92
242063,754,0,0,38.0,6,0.0,2,1.0,1.0,175043.69
242064,678,1,1,33.0,7,127511.93,2,1.0,0.0,176750.81
242065,703,0,0,50.0,9,0.0,2,0.0,1.0,167035.07
242066,617,1,0,33.0,8,96759.42,1,1.0,0.0,176750.81
242067,699,0,1,35.0,9,0.0,2,1.0,1.0,52411.99
242068,523,0,1,30.0,2,0.0,2,1.0,1.0,103902.78
242069,730,2,0,49.0,3,0.0,2,1.0,0.0,146040.24
242070,754,1,1,35.0,0,116967.68,1,1.0,0.0,175094.62
242071,609,0,0,38.0,7,139986.54,1,0.0,0.0,171463.83
242072,754,2,1,34.0,10,99610.92,1,0.0,0.0,176750.81
242073,729,2,1,47.0,9,0.0,1,0.0,0.0,151869.35
242074,693,0,1,30.0,6,0.0,2,1.0,0.0,152992.04
242075,646,1,0,31.0,2,131433.96,2,1.0,0.0,74852.61
242076,682,0,0,29.0,2,0.0,2,1.0,0.0,125986.13
242077,710,0,1,31.0,2,123971.51,1,1.0,1.0,20955.03
242078,678,2,0,43.0,5,87926.69,1,1.0,1.0,149960.23
242079,649,2,1,30.0,2,89588.46,2,1.0,1.0,92951.29
242080,714,2,0,40.0,0,0.0,1,0.0,1.0,85584.84
242081,523,2,0,46.0,6,0.0,1,1.0,1.0,157333.69
242082,703,0,1,28.0,7,0.0,2,1.0,0.0,26327.91
242083,650,1,1,36.0,1,138232.24,2,1.0,0.0,57594.78
242084,754,1,0,31.0,10,128947.23,1,1.0,1.0,74580.9
242085,739,1,1,32.0,3,95161.75,1,1.0,0.0,86935.08
242086,678,0,1,38.0,2,137771.9,1,1.0,0.0,78892.15
242087,595,0,0,33.0,2,0.0,2,0.0,1.0,91947.74
242088,523,2,0,41.0,9,0.0,2,1.0,1.0,168034.87
242089,539,0,0,42.0,4,0.0,2,0.0,1.0,171045.35
242090,754,1,1,26.0,4,104753.84,2,1.0,0.0,56756.52
242091,699,2,0,30.0,7,0.0,2,1.0,0.0,52856.98
242092,731,0,0,32.0,6,120530.56,1,0.0,1.0,145581.27
242093,631,0,0,31.0,6,0.0,2,1.0,0.0,116951.1
242094,733,1,1,48.0,8,128981.07,1,0.0,1.0,176750.81
242095,634,1,0,36.0,4,133598.01,2,1.0,1.0,140137.18
242096,745,1,1,40.0,3,137985.59,1,1.0,1.0,52495.87
242097,684,2,1,35.0,7,131581.76,1,0.0,0.0,176750.81
242098,653,0,0,26.0,2,139986.54,1,0.0,1.0,35300.08
242099,647,0,0,34.0,1,65971.61,1,1.0,1.0,73322.0
242100,656,1,1,45.0,7,124577.33,1,1.0,0.0,176750.81
242101,738,0,0,38.0,2,0.0,1,1.0,1.0,176750.81
242102,714,0,1,29.0,0,98906.91,1,1.0,0.0,115115.39
242103,724,1,1,30.0,5,139986.54,2,1.0,0.0,119327.75
242104,731,0,0,32.0,8,0.0,2,0.0,0.0,97614.28
242105,705,0,1,33.0,3,0.0,2,1.0,1.0,88866.92
242106,545,2,1,40.0,4,126477.23,1,1.0,1.0,38970.12
242107,582,0,1,36.0,2,0.0,2,1.0,0.0,142587.32
242108,653,0,1,38.0,8,0.0,2,1.0,0.0,130795.52
242109,691,1,1,37.0,6,113311.12,2,1.0,0.0,161431.52
242110,633,1,0,50.0,5,139986.54,1,1.0,1.0,85644.06
242111,712,2,1,38.0,3,0.0,2,1.0,1.0,102631.89
242112,592,2,1,35.0,9,120549.03,1,1.0,0.0,20955.03
242113,567,2,0,42.0,10,0.0,1,0.0,0.0,161571.79
242114,681,0,1,35.0,4,0.0,1,1.0,1.0,173830.56
242115,748,1,1,34.0,3,139915.85,1,1.0,0.0,131762.41
242116,596,2,0,39.0,7,139986.54,1,1.0,0.0,176750.81
242117,568,0,0,33.0,5,56580.81,1,1.0,1.0,40318.49
242118,591,0,1,34.0,3,129502.14,2,0.0,1.0,176750.81
242119,663,0,1,30.0,6,0.0,2,1.0,0.0,124596.63
242120,718,1,0,50.0,2,132412.34,1,1.0,1.0,131804.64
242121,624,1,0,44.0,9,139986.54,2,0.0,0.0,104617.99
242122,594,0,1,31.0,1,0.0,1,1.0,1.0,156791.7
242123,567,2,1,48.0,8,0.0,1,0.0,0.0,130132.54
242124,661,1,0,50.0,3,121763.47,1,0.0,0.0,67840.96
242125,668,2,0,30.0,6,113034.3,1,1.0,0.0,176750.81
242126,682,0,0,40.0,2,0.0,2,1.0,0.0,176750.81
242127,705,1,1,42.0,1,125437.86,1,0.0,0.0,176750.81
242128,600,0,0,50.0,1,0.0,1,1.0,1.0,118490.8
242129,737,1,1,46.0,3,121192.22,2,1.0,0.0,51637.67
242130,738,1,0,37.0,10,132622.44,1,0.0,1.0,97675.05
242131,627,0,0,40.0,1,0.0,1,0.0,1.0,176750.81
242132,538,0,1,35.0,2,0.0,2,1.0,1.0,129936.53
242133,655,0,1,41.0,6,134066.1,1,1.0,0.0,130567.02
242134,670,2,0,29.0,7,0.0,2,0.0,1.0,27359.19
242135,754,2,0,35.0,3,136416.82,1,1.0,0.0,57844.26
242136,754,2,0,33.0,3,118392.18,1,1.0,1.0,85801.68
242137,523,0,0,42.0,5,0.0,1,1.0,0.0,150803.44
242138,754,0,0,32.0,8,0.0,2,1.0,1.0,94722.73
242139,678,2,1,31.0,1,0.0,2,1.0,0.0,72945.84
242140,573,2,1,34.0,7,65269.23,1,1.0,0.0,176750.81
242141,583,1,1,40.0,4,107041.3,2,1.0,0.0,20955.03
242142,738,0,0,37.0,0,0.0,1,1.0,0.0,126263.97
242143,642,1,0,37.0,4,104944.1,1,0.0,1.0,176750.81
242144,683,2,1,36.0,1,0.0,2,1.0,1.0,164581.99
242145,609,1,1,45.0,1,115930.87,1,1.0,0.0,84522.78
242146,683,0,1,34.0,4,139986.54,1,0.0,0.0,151083.8
242147,584,0,1,34.0,1,0.0,2,1.0,1.0,83949.68
242148,523,0,0,26.0,2,0.0,2,0.0,1.0,152491.22
242149,668,2,1,48.0,0,90044.32,1,1.0,1.0,176750.81
242150,628,0,1,27.0,4,0.0,2,1.0,1.0,84730.67
242151,598,1,0,50.0,4,123034.43,1,1.0,0.0,143096.49
242152,576,0,1,27.0,7,0.0,2,0.0,1.0,68815.05
242153,633,0,1,45.0,2,139986.54,1,0.0,0.0,29358.57
242154,706,0,0,32.0,5,0.0,2,0.0,0.0,106977.9
242155,754,0,1,37.0,2,0.0,2,1.0,1.0,36202.74
242156,575,0,0,44.0,6,0.0,1,1.0,0.0,56770.76
242157,677,0,1,36.0,1,0.0,1,0.0,1.0,151314.98
242158,705,0,1,36.0,5,127157.04,1,1.0,1.0,73329.08
242159,724,1,1,42.0,8,139986.54,1,1.0,1.0,155799.9
242160,743,0,1,37.0,4,0.0,2,1.0,0.0,145560.42
242161,654,0,0,33.0,2,0.0,1,1.0,1.0,51972.92
242162,705,1,0,50.0,8,139986.54,1,0.0,0.0,131473.31
242163,666,1,1,39.0,3,114931.35,1,1.0,1.0,176750.81
242164,754,2,1,38.0,4,0.0,2,1.0,0.0,70399.71
242165,724,2,1,34.0,6,0.0,2,1.0,0.0,126592.01
242166,540,1,0,33.0,1,87347.7,1,0.0,0.0,172576.43
242167,630,0,1,50.0,5,0.0,2,0.0,0.0,42028.16
242168,754,0,1,32.0,2,0.0,2,0.0,1.0,155876.06
242169,571,2,0,32.0,1,0.0,2,1.0,0.0,170829.61
242170,735,1,0,46.0,1,108393.35,1,1.0,0.0,125939.17
242171,523,1,0,37.0,8,96781.39,1,1.0,1.0,176750.81
242172,641,2,1,50.0,10,99208.46,2,1.0,0.0,24881.66
242173,754,0,1,33.0,7,0.0,2,1.0,1.0,97939.61
242174,711,1,0,45.0,4,128760.32,2,0.0,0.0,143022.31
242175,754,0,1,44.0,7,132759.8,1,1.0,0.0,176750.81
242176,601,2,1,41.0,6,0.0,2,0.0,0.0,60212.8
242177,683,0,1,39.0,7,0.0,2,1.0,1.0,89801.9
242178,637,0,1,50.0,0,0.0,2,1.0,1.0,95421.0
242179,678,0,1,38.0,3,139986.54,1,1.0,0.0,113581.85
242180,652,2,1,30.0,3,0.0,2,0.0,0.0,171787.09
242181,625,0,1,31.0,7,139986.54,1,0.0,0.0,167848.02
242182,726,0,0,47.0,7,139986.54,1,1.0,0.0,88783.59
242183,599,1,1,46.0,2,117641.43,1,0.0,0.0,80619.09
242184,659,1,0,28.0,2,139986.54,2,1.0,1.0,54474.48
242185,564,1,1,34.0,6,132084.66,1,1.0,0.0,157891.76
242186,737,2,1,36.0,6,119654.04,1,0.0,0.0,100720.04
242187,523,0,1,36.0,2,0.0,2,1.0,1.0,75937.47
242188,633,0,0,38.0,5,0.0,2,0.0,0.0,176750.81
242189,635,2,0,34.0,4,139986.54,1,1.0,1.0,93832.73
242190,705,0,0,40.0,4,0.0,2,1.0,0.0,20955.03
242191,697,0,0,38.0,1,0.0,2,0.0,1.0,92888.52
242192,662,0,0,40.0,4,0.0,2,1.0,1.0,136983.77
242193,565,1,1,31.0,4,127237.25,2,1.0,1.0,143317.42
242194,523,1,0,40.0,2,102967.41,1,1.0,0.0,128702.1
242195,523,0,1,37.0,7,0.0,2,0.0,1.0,78970.94
242196,613,1,0,44.0,1,105245.31,1,1.0,0.0,55775.52
242197,644,1,0,50.0,8,131834.8,1,1.0,0.0,86410.58
242198,754,2,0,33.0,9,132368.23,1,1.0,0.0,86776.38
242199,754,0,0,34.0,8,0.0,2,1.0,1.0,27472.07
242200,669,0,1,35.0,9,0.0,2,1.0,0.0,131243.09
242201,523,0,1,34.0,6,139986.54,1,1.0,1.0,51358.66
242202,629,2,1,41.0,4,126615.94,1,0.0,1.0,79101.67
242203,716,0,1,33.0,4,0.0,1,1.0,1.0,152956.33
242204,604,0,0,38.0,4,0.0,2,0.0,0.0,122488.59
242205,628,2,0,46.0,4,0.0,1,0.0,0.0,20955.03
242206,714,2,1,29.0,3,0.0,2,1.0,0.0,176750.81
242207,706,0,1,29.0,4,139986.54,1,1.0,1.0,93883.53
242208,729,0,1,26.0,1,110829.52,1,1.0,1.0,143681.85
242209,573,0,1,26.0,4,0.0,2,1.0,0.0,122964.18
242210,645,2,1,33.0,7,0.0,2,1.0,1.0,151349.35
242211,706,0,1,36.0,8,0.0,1,1.0,1.0,20955.03
